question_index,group,question,token,source_surfaces,cross_eligible,analytical,answer_index,answer_id,answer,expected_cohort,status,advice_path,exclusion_reason
4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,高中,2519,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_004.json,
4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,大学及以上,3677,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_004.json,
4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,其他,129,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_004.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,在校学生,5821,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,固定工作者,655,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,自由职业者,195,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,待业/无业/失业,138,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,其他,129,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_005.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,01,北京,498,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,02,上海,484,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,03,广东,935,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,04,天津,142,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,05,重庆,170,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,6,06,四川,385,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,7,07,江苏,608,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,8,08,浙江,419,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,9,09,湖北,283,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,10,10,湖南,162,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,11,11,山东,358,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,12,12,山西,74,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,13,13,河北,171,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,14,14,河南,203,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,15,15,黑龙江,133,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,16,16,吉林,82,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,17,17,辽宁,169,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,18,18,陕西,135,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,19,19,内蒙古,46,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,20,20,安徽,155,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,21,21,福建,298,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,22,22,江西,167,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,23,23,广西,235,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,24,24,海南,41,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,25,25,贵州,89,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,26,26,云南,68,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,27,27,甘肃,28,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,28,28,宁夏,17,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,29,29,青海,3,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,30,30,新疆,36,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,31,31,西藏,,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,32,32,香港,55,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,33,33,澳门,10,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,34,34,台湾,59,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,35,35,日本,29,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,36,36,亚洲其他地区,25,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,37,37,北美洲,88,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,38,38,南美洲,2,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,39,39,大洋洲,9,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,40,40,欧洲,23,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,41,41,非洲,7,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,42,42,其他,29,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_006.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,STG（射击类）,2818,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_007.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,FTG（格斗类）,1089,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_007.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,都喜欢,2840,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_007.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,对官方游戏不感兴趣，也不会去玩,194,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_007.json,
8,2,您是否玩过旧五作,e9689867795db5e30258902dbf9dg1SBOFMXbf9d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,玩过,2176,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_008.json,
8,2,您是否玩过旧五作,e9689867795db5e30258902dbf9dg1SBOFMXbf9d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,并未玩过,4533,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_008.json,
8,2,您是否玩过旧五作,e9689867795db5e30258902dbf9dg1SBOFMXbf9d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,不知道旧五作是什么,37,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_008.json,
9,2,您是否玩过 秘封噩梦日记,d410fb78ca36bedc94593f416123qfOwBic76123,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,玩过,1902,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_009.json,
9,2,您是否玩过 秘封噩梦日记,d410fb78ca36bedc94593f416123qfOwBic76123,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,未玩过,4737,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_009.json,
9,2,您是否玩过 秘封噩梦日记,d410fb78ca36bedc94593f416123qfOwBic76123,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,不知道是什么,282,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_009.json,
10,2,您是否玩过 东方凭依华,16ed2c8ab4571f21cee3392b9323hiqJdBKD9323,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,玩过,3568,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_010.json,
10,2,您是否玩过 东方凭依华,16ed2c8ab4571f21cee3392b9323hiqJdBKD9323,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,未玩过,3292,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_010.json,
10,2,您是否玩过 东方凭依华,16ed2c8ab4571f21cee3392b9323hiqJdBKD9323,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,不知道是什么,61,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_010.json,
11,2,您关注哪些近期连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,东方茨歌仙（双月刊）,3749,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些近期连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,新东方三月精（季刊）,2849,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些近期连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,新东方香霖堂（半年刊）,1982,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些近期连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,都不关注,2179,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_011.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,游戏本身,4234,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,音乐曲目,6428,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,人物设定,6296,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,故事剧情,5094,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,对原作完全不感兴趣,30,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_012.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,热衷于收集,439,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_013.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,购买过,2429,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_013.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,想买但是没有条件,3434,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_013.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,没有考虑过,630,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_013.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,通过代购,2225,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_014.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,购买二手,375,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_014.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,委托朋友,585,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_014.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,实地购买,638,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_014.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,价格过高,933,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_015.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,缺少渠道,2083,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_015.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,环境阻碍,1280,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_015.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,不懂日文,1572,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_015.json,
16,2,您的购买力范围是（原作单个作品的购买价，含运费）,e15a950e3ffe655b753eaf7b4c3cPQxkd41K4c3c,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,没有自主购买能力,127,available_crawled,data_raw/cn_official_legacy/round_07/raw/advanced/questionnaire/advice/q_016.json,
