round,question_id,answer_id,question_type,question,answer,num_vote,num_char,num_music,num_cp,num_doujin,num_male,num_female,source_file
10,11061,1106102,Single,您目前还是学生吗？,不是,4098,3692,2591,2613,366,3425,673,data_raw/cn_official/round_10/conditions/q11061_a1106102.json
10,11071,1107201,Single,您现在的工作情况为？,固定工作者,2121,1906,1357,1352,189,1818,303,data_raw/cn_official/round_10/conditions/q11071_a1107201.json
10,11071,1107202,Single,您现在的工作情况为？,自由职业者,887,790,529,549,70,698,189,data_raw/cn_official/round_10/conditions/q11071_a1107202.json
10,11071,1107203,Single,您现在的工作情况为？,待业/无业/失业,721,660,471,483,84,614,107,data_raw/cn_official/round_10/conditions/q11071_a1107203.json
10,11071,1107204,Single,您现在的工作情况为？,其他,369,336,234,229,23,295,74,data_raw/cn_official/round_10/conditions/q11071_a1107204.json
10,11081,1108101,Single,您是从什么时间段开始对东方Project感兴趣的？,半年以内（2022年内）,2229,1901,1155,1203,104,1746,483,data_raw/cn_official/round_10/conditions/q11081_a1108101.json
10,11081,1108102,Single,您是从什么时间段开始对东方Project感兴趣的？,2020年～2021年期间,7907,7349,5662,5571,761,6750,1157,data_raw/cn_official/round_10/conditions/q11081_a1108102.json
10,11081,1108103,Single,您是从什么时间段开始对东方Project感兴趣的？,2018～2019年期间,6773,6244,4747,4723,597,5835,938,data_raw/cn_official/round_10/conditions/q11081_a1108103.json
10,11081,1108104,Single,您是从什么时间段开始对东方Project感兴趣的？,2015～2017年期间,5275,4802,3548,3549,479,4429,846,data_raw/cn_official/round_10/conditions/q11081_a1108104.json
10,11081,1108105,Single,您是从什么时间段开始对东方Project感兴趣的？,2011～2014年期间,2582,2379,1756,1758,240,2063,519,data_raw/cn_official/round_10/conditions/q11081_a1108105.json
10,11081,1108106,Single,您是从什么时间段开始对东方Project感兴趣的？,2007～2010年期间,695,638,442,443,58,529,166,data_raw/cn_official/round_10/conditions/q11081_a1108106.json
10,11081,1108107,Single,您是从什么时间段开始对东方Project感兴趣的？,2006年及之前,242,205,132,136,11,187,55,data_raw/cn_official/round_10/conditions/q11081_a1108107.json
10,11091,1109102,Single,您是第几次参加人气投票活动？,2,3534,3343,2695,2653,456,2980,554,data_raw/cn_official/round_10/conditions/q11091_a1109102.json
10,11091,1109103,Single,您是第几次参加人气投票活动？,3,2450,2295,1852,1858,306,2059,391,data_raw/cn_official/round_10/conditions/q11091_a1109103.json
10,11091,1109104,Single,您是第几次参加人气投票活动？,4,1142,1065,858,848,162,935,207,data_raw/cn_official/round_10/conditions/q11091_a1109104.json
10,11091,1109105,Single,您是第几次参加人气投票活动？,5,547,512,406,424,78,441,106,data_raw/cn_official/round_10/conditions/q11091_a1109105.json
10,11091,1109106,Single,您是第几次参加人气投票活动？,6,224,206,170,173,33,184,40,data_raw/cn_official/round_10/conditions/q11091_a1109106.json
10,11091,1109107,Single,您是第几次参加人气投票活动？,7,110,103,85,84,16,85,25,data_raw/cn_official/round_10/conditions/q11091_a1109107.json
10,11091,1109108,Single,您是第几次参加人气投票活动？,8,84,73,53,56,15,69,15,data_raw/cn_official/round_10/conditions/q11091_a1109108.json
10,11091,1109109,Single,您是第几次参加人气投票活动？,9,53,51,42,40,11,42,11,data_raw/cn_official/round_10/conditions/q11091_a1109109.json
10,11091,1109110,Single,您是第几次参加人气投票活动？,10,220,200,145,143,16,159,61,data_raw/cn_official/round_10/conditions/q11091_a1109110.json
10,11091,11109101,Single,您是第几次参加人气投票活动？,1,17339,15670,11136,11104,1157,14585,2754,data_raw/cn_official/round_10/conditions/q11091_a11109101.json
10,11101,1110101,Single,您对东方的官方作品感兴趣吗？,热衷于原作游戏/音乐/官方出版物等内容，期待新作更新,9988,9304,7529,7303,1057,8370,1618,data_raw/cn_official/round_10/conditions/q11101_a1110101.json
10,11101,1110102,Single,您对东方的官方作品感兴趣吗？,对原作游戏/音乐/官方出版物等内容比较感兴趣，关注新作信息,10418,9612,7204,7098,880,8799,1619,data_raw/cn_official/round_10/conditions/q11101_a1110102.json
10,11101,1110103,Single,您对东方的官方作品感兴趣吗？,偶尔关注官作内容，如果看到新作信息会稍微关注一下,4702,4122,2514,2736,288,3899,803,data_raw/cn_official/round_10/conditions/q11101_a1110103.json
10,11101,1110104,Single,您对东方的官方作品感兴趣吗？,对官作不感兴趣，不会主动接触原作游戏/音乐/官方出版物等内容,595,480,195,246,25,471,124,data_raw/cn_official/round_10/conditions/q11101_a1110104.json
10,11111,1111101,Single,您对东方的二次创作感兴趣吗？,非常热衷，欣赏东方二创作品是日常生活的一部分,12881,12107,9491,9628,1345,10828,2053,data_raw/cn_official/round_10/conditions/q11111_a1111101.json
10,11111,1111102,Single,您对东方的二次创作感兴趣吗？,有些兴趣，有时间的时候经常会看,10693,9599,6776,6679,779,8982,1711,data_raw/cn_official/round_10/conditions/q11111_a1111102.json
10,11111,1111103,Single,您对东方的二次创作感兴趣吗？,兴趣一般，偶尔刷到了会看一下,1998,1712,1125,1024,120,1634,364,data_raw/cn_official/round_10/conditions/q11111_a1111103.json
10,11111,1111104,Single,您对东方的二次创作感兴趣吗？,不感兴趣，不会主动接触,131,100,50,52,6,95,36,data_raw/cn_official/round_10/conditions/q11111_a1111104.json
10,12011,1201101,Multiple,您平时比较关注哪种体裁的东方官方作品？,游戏,17606,16740,13292,12810,1813,14988,2618,data_raw/cn_official/round_10/conditions/q12011_a1201101.json
10,12011,1201102,Multiple,您平时比较关注哪种体裁的东方官方作品？,漫画,11507,10925,8524,8642,1280,9699,1808,data_raw/cn_official/round_10/conditions/q12011_a1201102.json
10,12011,1201103,Multiple,您平时比较关注哪种体裁的东方官方作品？,小说/设定集,9774,9307,7364,7361,1090,8178,1596,data_raw/cn_official/round_10/conditions/q12011_a1201103.json
10,12011,1201104,Multiple,您平时比较关注哪种体裁的东方官方作品？,音乐CD,12245,11583,9360,8985,1317,10315,1930,data_raw/cn_official/round_10/conditions/q12011_a1201104.json
10,12011,1201105,Multiple,您平时比较关注哪种体裁的东方官方作品？,其它公式资料等,5412,5166,4207,4169,674,4408,1004,data_raw/cn_official/round_10/conditions/q12011_a1201105.json
10,12021,1202101,Single,您更喜欢官方游戏中的哪一类？,STG（弹幕射击类）,9140,8623,6771,6450,901,7562,1578,data_raw/cn_official/round_10/conditions/q12021_a1202101.json
10,12021,1202102,Single,您更喜欢官方游戏中的哪一类？,FTG（黄昏作格斗类，包含刚欲异闻）,4198,3965,2878,2957,338,3713,485,data_raw/cn_official/round_10/conditions/q12021_a1202102.json
10,12021,1202103,Single,您更喜欢官方游戏中的哪一类？,都喜欢,6989,6657,5314,5203,744,5904,1085,data_raw/cn_official/round_10/conditions/q12021_a1202103.json
10,12021,1202104,Single,您更喜欢官方游戏中的哪一类？,都没兴趣,952,863,547,581,90,802,150,data_raw/cn_official/round_10/conditions/q12021_a1202104.json
10,12031,1203101,Single,您是否了解旧五作？,十分熟悉,1533,1444,1131,1132,192,1188,345,data_raw/cn_official/round_10/conditions/q12031_a1203101.json
10,12031,1203102,Single,您是否了解旧五作？,有所了解,15118,14337,11224,10970,1482,12713,2405,data_raw/cn_official/round_10/conditions/q12031_a1203102.json
10,12031,1203103,Single,您是否了解旧五作？,不了解,4626,4326,3154,3088,398,4077,549,data_raw/cn_official/round_10/conditions/q12031_a1203103.json
10,12041,1204101,Single,您是否在steam平台上购买过官方游戏？,买过,9437,8943,7005,6776,1016,8169,1268,data_raw/cn_official/round_10/conditions/q12041_a1204101.json
10,12041,1204102,Single,您是否在steam平台上购买过官方游戏？,没买过,10608,10037,7789,7651,1000,8811,1797,data_raw/cn_official/round_10/conditions/q12041_a1204102.json
10,12041,1204103,Single,您是否在steam平台上购买过官方游戏？,不知道steam平台上有官方游戏,1231,1125,713,761,56,998,233,data_raw/cn_official/round_10/conditions/q12041_a1204103.json
10,12051,1205101,Multiple,您关注哪些近期连载的官方作品？,东方醉蝶华,9018,8612,6898,6868,1102,7660,1358,data_raw/cn_official/round_10/conditions/q12051_a1205101.json
10,12051,1205102,Multiple,您关注哪些近期连载的官方作品？,东方智灵奇传,6134,5912,4780,4775,818,5109,1025,data_raw/cn_official/round_10/conditions/q12051_a1205102.json
10,12051,1205103,Multiple,您关注哪些近期连载的官方作品？,东方外来韦编,3697,3547,2851,2857,432,2999,698,data_raw/cn_official/round_10/conditions/q12051_a1205103.json
10,12051,1205104,Multiple,您关注哪些近期连载的官方作品？,东方我乐多丛志中的其它内容,1923,1811,1376,1399,204,1591,332,data_raw/cn_official/round_10/conditions/q12051_a1205104.json
10,12051,1205105,Multiple,您关注哪些近期连载的官方作品？,其它,10187,9540,7153,6951,827,8711,1476,data_raw/cn_official/round_10/conditions/q12051_a1205105.json
10,12061,1206101,Multiple,您最喜欢东方原作的哪方面？,游戏本身,13205,12568,10143,9736,1344,11133,2072,data_raw/cn_official/round_10/conditions/q12061_a1206101.json
10,12061,1206102,Multiple,您最喜欢东方原作的哪方面？,音乐曲目,18887,17947,14356,13805,1938,16053,2834,data_raw/cn_official/round_10/conditions/q12061_a1206102.json
10,12061,1206103,Multiple,您最喜欢东方原作的哪方面？,人物设定,18759,17814,13917,13750,1879,15792,2967,data_raw/cn_official/round_10/conditions/q12061_a1206103.json
10,12061,1206104,Multiple,您最喜欢东方原作的哪方面？,故事剧情,14548,13838,10922,10857,1502,12189,2359,data_raw/cn_official/round_10/conditions/q12061_a1206104.json
10,12061,1206105,Multiple,您最喜欢东方原作的哪方面？,其它,3741,3594,2930,2956,492,3198,543,data_raw/cn_official/round_10/conditions/q12061_a1206105.json
10,12071,1207101,Single,您购买过实体正版原作吗？,热衷于收集,1339,1242,913,924,102,1076,263,data_raw/cn_official/round_10/conditions/q12071_a1207101.json
10,12071,1207102,Single,您购买过实体正版原作吗？,购买过,4000,3798,2883,2870,405,3274,726,data_raw/cn_official/round_10/conditions/q12071_a1207102.json
10,12071,1207103,Single,您购买过实体正版原作吗？,想买但是没有条件,12427,11774,9208,8996,1134,10528,1899,data_raw/cn_official/round_10/conditions/q12071_a1207103.json
10,12071,1207104,Single,您购买过实体正版原作吗？,没买过且没有购买的想法,3473,3255,2480,2376,427,3071,402,data_raw/cn_official/round_10/conditions/q12071_a1207104.json
10,12081,1208101,Multiple,您购买正版原作的渠道为？,囧仙子通贩/B站会员购等正版渠道,2603,2480,1955,1957,270,2129,474,data_raw/cn_official/round_10/conditions/q12081_a1208101.json
10,12081,1208102,Multiple,您购买正版原作的渠道为？,Steam等数字正版平台,3092,2926,2231,2230,319,2577,515,data_raw/cn_official/round_10/conditions/q12081_a1208102.json
10,12081,1208103,Multiple,您购买正版原作的渠道为？,代购店,1707,1613,1293,1300,207,1369,338,data_raw/cn_official/round_10/conditions/q12081_a1208103.json
10,12081,1208104,Multiple,您购买正版原作的渠道为？,二手交易,883,827,669,671,107,685,198,data_raw/cn_official/round_10/conditions/q12081_a1208104.json
10,12081,1208105,Multiple,您购买正版原作的渠道为？,委托朋友,908,853,607,629,76,705,203,data_raw/cn_official/round_10/conditions/q12081_a1208105.json
10,12081,1208106,Multiple,您购买正版原作的渠道为？,实地购买,593,559,407,413,81,489,104,data_raw/cn_official/round_10/conditions/q12081_a1208106.json
10,12082,1208201,Multiple,是什么原因而没有购买？,缺少渠道,10067,9536,7531,7306,968,8659,1408,data_raw/cn_official/round_10/conditions/q12082_a1208201.json
10,12082,1208202,Multiple,是什么原因而没有购买？,不懂日语,6900,6520,4991,4930,598,5883,1017,data_raw/cn_official/round_10/conditions/q12082_a1208202.json
10,12082,1208203,Multiple,是什么原因而没有购买？,价格过高,5744,5464,4391,4267,632,4966,778,data_raw/cn_official/round_10/conditions/q12082_a1208203.json
10,12082,1208204,Multiple,是什么原因而没有购买？,不感兴趣,1542,1447,1121,1068,234,1361,181,data_raw/cn_official/round_10/conditions/q12082_a1208204.json
10,12082,1208205,Multiple,是什么原因而没有购买？,其它,2561,2418,1872,1853,269,2133,428,data_raw/cn_official/round_10/conditions/q12082_a1208205.json
10,12091,1209101,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,没有自主购买能力,2295,2147,1617,1600,201,1836,459,data_raw/cn_official/round_10/conditions/q12091_a1209101.json
10,12091,1209102,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价50RMB以内,4599,4356,3370,3263,454,4023,576,data_raw/cn_official/round_10/conditions/q12091_a1209102.json
10,12091,1209103,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价100RMB以内,7567,7184,5609,5447,794,6546,1021,data_raw/cn_official/round_10/conditions/q12091_a1209103.json
10,12091,1209104,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价150RMB以内,2662,2516,1966,1926,243,2171,491,data_raw/cn_official/round_10/conditions/q12091_a1209104.json
10,12091,1209105,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价200RMB以内,2554,2417,1860,1848,257,2086,468,data_raw/cn_official/round_10/conditions/q12091_a1209105.json
10,12091,1209106,Single,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价200RMB以上,1555,1442,1057,1077,120,1281,274,data_raw/cn_official/round_10/conditions/q12091_a1209106.json
10,12101,1210101,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,已经购买,6711,6423,5283,5219,838,5707,1004,data_raw/cn_official/round_10/conditions/q12101_a1210101.json
10,12101,1210102,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,了解，打算购买,6696,6364,4889,4820,591,5552,1144,data_raw/cn_official/round_10/conditions/q12101_a1210102.json
10,12101,1210103,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,了解，不打算购买,4120,3869,2951,2838,418,3501,619,data_raw/cn_official/round_10/conditions/q12101_a1210103.json
10,12101,1210104,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,不了解,3700,3402,2352,2281,220,3181,519,data_raw/cn_official/round_10/conditions/q12101_a1210104.json
10,13011,1301101,Multiple,您比较关注哪一类二次创作？,音乐/音声,16037,15337,12060,11893,1765,13571,2466,data_raw/cn_official/round_10/conditions/q13011_a1301101.json
10,13011,1301102,Multiple,您比较关注哪一类二次创作？,漫画,12386,11835,9057,9460,1345,10217,2169,data_raw/cn_official/round_10/conditions/q13011_a1301102.json
10,13011,1301103,Multiple,您比较关注哪一类二次创作？,游戏,13138,12574,9785,9792,1541,11330,1808,data_raw/cn_official/round_10/conditions/q13011_a1301103.json
10,13011,1301104,Multiple,您比较关注哪一类二次创作？,绘画,12315,11778,9126,9365,1396,9922,2393,data_raw/cn_official/round_10/conditions/q13011_a1301104.json
10,13011,1301105,Multiple,您比较关注哪一类二次创作？,视频,13933,13358,10480,10559,1643,11965,1968,data_raw/cn_official/round_10/conditions/q13011_a1301105.json
10,13011,1301106,Multiple,您比较关注哪一类二次创作？,文字,5371,5147,3973,4148,640,4370,1001,data_raw/cn_official/round_10/conditions/q13011_a1301106.json
10,13011,1301107,Multiple,您比较关注哪一类二次创作？,Cosplay,4957,4715,3409,3595,421,3997,960,data_raw/cn_official/round_10/conditions/q13011_a1301107.json
10,13011,1301108,Multiple,您比较关注哪一类二次创作？,实物,6121,5900,4671,4757,715,5084,1037,data_raw/cn_official/round_10/conditions/q13011_a1301108.json
10,13011,1301109,Multiple,您比较关注哪一类二次创作？,其它,2469,2367,1861,1902,290,2103,366,data_raw/cn_official/round_10/conditions/q13011_a1301109.json
10,13021,1302101,Multiple,您关注二次创作的原因？,喜欢某些二次设定或Meme,12341,11782,8971,9225,1367,10403,1938,data_raw/cn_official/round_10/conditions/q13021_a1302101.json
10,13021,1302102,Multiple,您关注二次创作的原因？,有趣的故事剧情与世界观架构,15044,14384,11102,11319,1688,12667,2377,data_raw/cn_official/round_10/conditions/q13021_a1302102.json
10,13021,1302103,Multiple,您关注二次创作的原因？,（作画、编曲、制作等）在同类作品中更为出色,13026,12453,9738,9679,1479,10943,2083,data_raw/cn_official/round_10/conditions/q13021_a1302103.json
10,13021,1302104,Multiple,您关注二次创作的原因？,东方相关的创作就喜欢看,9751,9383,7511,7581,1152,8110,1641,data_raw/cn_official/round_10/conditions/q13021_a1302104.json
10,13021,1302105,Multiple,您关注二次创作的原因？,其它,2302,2195,1705,1782,323,1968,334,data_raw/cn_official/round_10/conditions/q13021_a1302105.json
10,13031,1303101,Single,平均来说，您浏览二次创作的大致频率为？,只要有时间就总是在浏览,3790,3623,2850,2874,419,3063,727,data_raw/cn_official/round_10/conditions/q13031_a1303101.json
10,13031,1303102,Single,平均来说，您浏览二次创作的大致频率为？,几乎每天都会抽时间浏览,7005,6749,5487,5496,878,6107,898,data_raw/cn_official/round_10/conditions/q13031_a1303102.json
10,13031,1303103,Single,平均来说，您浏览二次创作的大致频率为？,每隔几天主动浏览几次,5509,5215,3742,3830,508,4596,913,data_raw/cn_official/round_10/conditions/q13031_a1303103.json
10,13031,1303104,Single,平均来说，您浏览二次创作的大致频率为？,仅在刷到的时候偶尔看看,2500,2320,1543,1543,193,2030,470,data_raw/cn_official/round_10/conditions/q13031_a1303104.json
10,13031,1303105,Single,平均来说，您浏览二次创作的大致频率为？,如果没有特别的原因不会浏览,154,136,84,84,6,114,40,data_raw/cn_official/round_10/conditions/q13031_a1303105.json
10,13041,1304101,Single,您购买过国内的二次同人作品吗？,购买过国内的二次同人作品,11604,11102,8676,8833,1436,9633,1971,data_raw/cn_official/round_10/conditions/q13041_a1304101.json
10,13041,1304103,Single,您购买过国内的二次同人作品吗？,没有购买过,7352,6939,5028,4992,568,6276,1076,data_raw/cn_official/round_10/conditions/q13041_a1304103.json
10,13051,1305101,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,音乐/音声类,5083,4867,3916,3896,711,4268,815,data_raw/cn_official/round_10/conditions/q13051_a1305101.json
10,13051,1305102,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,漫画类,4952,4739,3706,3914,585,3901,1051,data_raw/cn_official/round_10/conditions/q13051_a1305102.json
