condition_family,question_index,question_group,question,question_token,answer_index,answer_id,answer,expected_cohort,target_category,status,row_count,url,raw_path,processed_path,error,expected_cohort_source,total_effective_votes,total_first_votes,filtered_entity_count,actual_entity_count,mean_votes,median_votes,official_filter_description
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,4,4,20-24岁,3162,chara,available_crawled,181,https://touhou.vote/v8/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=4,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_004/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_004/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的年龄阶段→20-24岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,4,4,20-24岁,3162,music,available_crawled,474,https://touhou.vote/v8/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=4,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的年龄阶段→20-24岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,5,5,25-29岁,463,chara,available_crawled,146,https://touhou.vote/v8/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=5,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_005/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_005/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的年龄阶段→25-29岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,5,5,25-29岁,463,music,available_crawled,333,https://touhou.vote/v8/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=5,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_005/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_005/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的年龄阶段→25-29岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,6,6,30-40岁,66,chara,available_crawled,100,https://touhou.vote/v8/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=6,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_006/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_006/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的年龄阶段→30-40岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,6,6,30-40岁,66,music,available_crawled,174,https://touhou.vote/v8/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=6,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_006/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_006/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的年龄阶段→30-40岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,7,7,40岁以上,5,chara,available_crawled,16,https://touhou.vote/v8/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=7,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_007/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_007/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的年龄阶段→40岁以上</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl82019,7,7,40岁以上,5,music,available_crawled,26,https://touhou.vote/v8/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl82019&item=7,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_002/a_007/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_002/a_007/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的年龄阶段→40岁以上</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,1,1,不到一个月,54,chara,available_crawled,60,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=1,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→不到一个月</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,1,1,不到一个月,54,music,available_crawled,88,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=1,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→不到一个月</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,2,2,半年以内,363,chara,available_crawled,125,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=2,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→半年以内</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,2,2,半年以内,363,music,available_crawled,253,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=2,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→半年以内</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,3,3,半年到一年（2018年下半年或之后）,1114,chara,available_crawled,151,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=3,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_003/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_003/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→半年到一年（2018年下半年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,3,3,半年到一年（2018年下半年或之后）,1114,music,available_crawled,371,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=3,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_003/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_003/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→半年到一年（2018年下半年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,4,4,一年到三年（2016年或之后）,3032,chara,available_crawled,179,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=4,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_004/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_004/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→一年到三年（2016年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,4,4,一年到三年（2016年或之后）,3032,music,available_crawled,479,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=4,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→一年到三年（2016年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,5,5,三年到五年（2014年或之后）,2023,chara,available_crawled,178,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=5,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_005/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_005/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→三年到五年（2014年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,5,5,三年到五年（2014年或之后）,2023,music,available_crawled,468,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=5,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_005/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_005/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→三年到五年（2014年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,6,6,五年到七年（2012年或之后）,1185,chara,available_crawled,171,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=6,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_006/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_006/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→五年到七年（2012年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,6,6,五年到七年（2012年或之后）,1185,music,available_crawled,429,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=6,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_006/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_006/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→五年到七年（2012年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,7,7,七年到十年（2009年或之后）,492,chara,available_crawled,145,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=7,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_007/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_007/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→七年到十年（2009年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,7,7,七年到十年（2009年或之后）,492,music,available_crawled,361,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=7,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_007/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_007/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→七年到十年（2009年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,8,8,十年以上,92,chara,available_crawled,102,https://touhou.vote/v8/?m=chara&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=8,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_008/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_008/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您正式接触东方Project多久→十年以上</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019,8,8,十年以上,92,music,available_crawled,201,https://touhou.vote/v8/?m=music&type=simple&quest=eba7afdfc227577a7ff0c299b7e7bYd0zSJ62019&item=8,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_003/a_008/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_003/a_008/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您正式接触东方Project多久→十年以上</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,1,1,小学及以下,27,chara,available_crawled,77,https://touhou.vote/v8/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=1,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的受教育程度→小学及以下</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,1,1,小学及以下,27,music,available_crawled,143,https://touhou.vote/v8/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=1,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的受教育程度→小学及以下</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,2,2,初中,581,chara,available_crawled,158,https://touhou.vote/v8/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=2,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的受教育程度→初中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,2,2,初中,581,music,available_crawled,355,https://touhou.vote/v8/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=2,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的受教育程度→初中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,3,3,高中,2461,chara,available_crawled,181,https://touhou.vote/v8/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=3,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_003/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_003/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的受教育程度→高中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,3,3,高中,2461,music,available_crawled,469,https://touhou.vote/v8/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=3,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_003/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_003/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的受教育程度→高中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,4,4,大学及以上,5114,chara,available_crawled,189,https://touhou.vote/v8/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=4,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_004/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_004/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的受教育程度→大学及以上</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,4,4,大学及以上,5114,music,available_crawled,512,https://touhou.vote/v8/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=4,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的受教育程度→大学及以上</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,5,5,其他,172,chara,available_crawled,120,https://touhou.vote/v8/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=5,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_005/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_005/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的受教育程度→其他</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK92019,5,5,其他,172,music,available_crawled,258,https://touhou.vote/v8/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK92019&item=5,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_004/a_005/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_004/a_005/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的受教育程度→其他</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019,1,1,在校学生,6692,chara,available_crawled,195,https://touhou.vote/v8/?m=chara&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019&item=1,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_005/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_005/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的工作类型是→在校学生</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019,1,1,在校学生,6692,music,available_crawled,524,https://touhou.vote/v8/?m=music&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019&item=1,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_005/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_005/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的工作类型是→在校学生</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019,2,2,固定工作者,977,chara,available_crawled,153,https://touhou.vote/v8/?m=chara&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019&item=2,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_005/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_005/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的工作类型是→固定工作者</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019,2,2,固定工作者,977,music,available_crawled,388,https://touhou.vote/v8/?m=music&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F2019&item=2,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_005/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_005/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的工作类型是→固定工作者</b>
